LABEL	TITLE	SPEAKER	CONTENTS	
0	Michelle Obama: 'Women are smarter than men'	Michelle Obama 	"Women are smarter than men, ""And the men can't complain because you're outnumbered today."" ""Men, leaders, women, until we value women and girls, we won't tackle those other problems,""  ""Until we prioritize our girls and understand that they are important and that their education is as important as the education of our sons, then we will have lots of work to do."" ""There is nothing wrong with thinking about legacy and what we want to leave for the world,"" ""I don't think we should be afraid as women to have those conversations. It's too soon for me to do it now but the time will come and I will embrace that."" ""We have to fight for our girls,"" ""There should never be a girl in this world who has to fear getting educated. That should be something that is intolerable to us."""	
0	Michelle Obama: 'Women are smarter than men'	Laura Bush 	"Only countries where all people are involved can be successful, ""When we look around the world and see countries where half of the population is marginalized or left out, then we usually see countries that are failing,"""	
0	Biden pushes for minimum wage hike in White House weekly address	Vice President Joe Biden 	"The big difference between giving a raise in the minimum wage instead of a tax break to the very wealthy is the minimum wage worker will go out and spend every penny of it because they're living on the edge,  ""They'll spend it in the local economy. They need it to pay their electric bill, put gas in their automobile, to buy fundamental necessities. And this generates economic growth in their communities."""	
0	Hillary Clinton makes fun of herself on 'The Colbert Report'	Stephen Colbert 	"Madame, it is not just your name-dropping that I call into question, I question your title, ""There aren't any real hard choices in here."" ""Which would you rather fight: one horse-sized duck or a hundred duck-sized horses?"" ""This book is 656 pages of shameless name-dropping,"" ""I will have you know, Madam, I once did an entire show with President Bill Clinton."""	
0	Obamacare applicants to get more deadline flexibility	"Joanne Peters, a spokeswoman for the Department of Health and Human Services "	"Open enrollment ends March 31. We are experiencing a surge in demand and are making sure that we will be ready to help consumers who may be in line by the deadline to complete enrollment - either online or over the phone,"	
0	Hillary Clinton makes fun of herself on 'The Colbert Report'	Hillary Clinton 	"I admit, that is a valid question. Here is what I would do, ""First, I would try to find common ground between ducks and horses. For instance, they both grew up on Old McDonald's Farm,"" ""Then I'd establish a timetable to achieve meaningful horse-duck dialogue."" ""And Stephen, I am convinced, with patience and a strong commitment from our allies the pigs and the geese, we would have peace, peace here; peace, peace, there; here a peace; there a peace; everywhere a peace."" ""E-I-E-I-O you're good,"" ""Hard Choices,"" ""I hate to break this to you, Stephen, but I've met him, too."""	
0	Poll: Clinton tops Christie in his home state	assistant director of the Quinnipiac University Poll Maurice Carroll 	"As Gov. Christopher Christie traipses around the nation, his presidential potential seems alive, but former Secretary of State Hillary Clinton, the adopted girl next door, easily beats him in his home state,"	
0	Rand Paul attempts to clear up stance on U.S. aid to Israel	Sen. Rand Paul 	"I've spent the last four years trying to put conditions on aid to people who hate us and burn our flag, ""I've also talked about that every country ultimately would be better off to be independent."" ""I've also had several budgets since then that actually don't completely zero it out, and would allow Israel to continue to have foreign aid,"" ""I've always said that my position is similar to (Benjamin) Netanyahu's position. It ultimately for Israel would be even better if they were completely independent. But I haven't proposed targeting, or eliminating any aid to Israel,"""	
0	Rep. Lewis' 'Happy' Dance	"Rep. John Lewis,74-year-old civil rights icon "	"Wishing everyone a wonderful International Day of Happiness, ""This is my song,"""	
0	Undocumented immigrant confronts Rep. Steve King at fundraiser	Erika Andiola 	"I know you really want to get rid of DACA, so I just wanted to give you the opportunity and rip mine, ""We're trying the best way possible to be accepted by this community…to be able to work here, to become Americans. A lot of us grew up as Americans but we're not accepted as one,"""	
0	Undocumented immigrant confronts Rep. Steve King at fundraiser	Rep. Steve King 	"I spoke of drug smugglers, ""Now you're not here to tell me you're one of them, are you?"" ""And so it's OK then to violate the law?"" ""I'm really sorry that you come from a lawless country,"" ""I hope that you can have a happy life. But please, do not erode the rule of law in America."" ""It just felt good to be a strong American,"" ""And I decided early in the conversation that I was not going to walk away,"" ""They're here demanding that we change the laws…Why would you want to bring lawlessness to the United States of America? And that's the question they cannot answer. Why would we want to turn America into a third world country?"""	
